-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.22;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.22;-0.07;0.99
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.22;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.22;-0.07;0.98
-0.25;-0.08;0.99
-0.24;-0.07;0.99
-0.24;-0.07;0.98
-0.22;-0.07;0.98
-0.22;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.22;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.22;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.22;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.22;-0.07;0.98
-0.23;-0.07;0.98
-0.22;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
-0.23;-0.07;0.98
